category,source,process,term_id,adjusted_p_value,logAdjustedPValue,term_size,query_size,intersection_size,effective_domain_size,intersections
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000189043
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000164603
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000134001
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000198431
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000115944
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000170606
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000129084
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000065559
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000145349
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000168283
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000147416
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000178449
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000096384
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000116586
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000117450
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000117410
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000072401
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000114573
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000127824
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000131100
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000167552
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000109971
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000233822
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000155304
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000086061
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000165672
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000198898
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000100804
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000111775
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000109846
Brain Bank REACTOME,REAC,Cellular responses to stimuli,REAC:R-HSA-8953897,0.000657571,3.182057276,765,480,63,10770,ENSG00000164032
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000178741
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000106615
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000164919
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000134248
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000136810
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000189043
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000166913
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000115419
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000198431
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000115944
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000178449
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000116586
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000117450
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000111775
Brain Bank REACTOME,REAC,TP53 Regulates Metabolic Genes,REAC:R-HSA-5628897,0.002015317,2.695656647,84,480,15,10770,ENSG00000128245
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000111203
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000106615
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000155097
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000134248
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000047249
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000100554
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000164603
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000147416
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000116586
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000117410
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000114573
Brain Bank REACTOME,REAC,Amino acids regulate mTORC1,REAC:R-HSA-9639288,0.002169899,2.66356043,55,480,12,10770,ENSG00000131100
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000005249
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000100030
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000109738
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000145864
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000156642
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000082458
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000175175
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000166501
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000108946
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000109158
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000011677
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000145349
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000114450
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000152495
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000127824
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000167552
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000022355
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000073969
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000198785
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000182481
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000104490
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000162188
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000101958
Brain Bank REACTOME,REAC,Neurotransmitter receptors and postsynaptic signal transmission,REAC:R-HSA-112314,0.003430639,2.46462504,196,480,24,10770,ENSG00000186297
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000162654
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000026508
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000154451
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000157601
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000183347
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000135114
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000183486
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000165949
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000204525
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000132530
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000111331
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000134321
Target ALS REACTOME,REAC,Interferon Signaling,REAC:R-HSA-913531,0.003764036,2.42434625,193,167,13,10770,ENSG00000162692
Target ALS REACTOME,REAC,Interferon alpha/beta signaling,REAC:R-HSA-909733,0.003881837,2.410962651,68,167,8,10770,ENSG00000157601
Target ALS REACTOME,REAC,Interferon alpha/beta signaling,REAC:R-HSA-909733,0.003881837,2.410962651,68,167,8,10770,ENSG00000135114
Target ALS REACTOME,REAC,Interferon alpha/beta signaling,REAC:R-HSA-909733,0.003881837,2.410962651,68,167,8,10770,ENSG00000183486
Target ALS REACTOME,REAC,Interferon alpha/beta signaling,REAC:R-HSA-909733,0.003881837,2.410962651,68,167,8,10770,ENSG00000165949
Target ALS REACTOME,REAC,Interferon alpha/beta signaling,REAC:R-HSA-909733,0.003881837,2.410962651,68,167,8,10770,ENSG00000204525
Target ALS REACTOME,REAC,Interferon alpha/beta signaling,REAC:R-HSA-909733,0.003881837,2.410962651,68,167,8,10770,ENSG00000132530
Target ALS REACTOME,REAC,Interferon alpha/beta signaling,REAC:R-HSA-909733,0.003881837,2.410962651,68,167,8,10770,ENSG00000111331
Target ALS REACTOME,REAC,Interferon alpha/beta signaling,REAC:R-HSA-909733,0.003881837,2.410962651,68,167,8,10770,ENSG00000134321
Target ALS REACTOME,REAC,Interferon gamma signaling,REAC:R-HSA-877300,0.023910916,1.62140379,87,167,8,10770,ENSG00000162654
Target ALS REACTOME,REAC,Interferon gamma signaling,REAC:R-HSA-877300,0.023910916,1.62140379,87,167,8,10770,ENSG00000026508
Target ALS REACTOME,REAC,Interferon gamma signaling,REAC:R-HSA-877300,0.023910916,1.62140379,87,167,8,10770,ENSG00000154451
Target ALS REACTOME,REAC,Interferon gamma signaling,REAC:R-HSA-877300,0.023910916,1.62140379,87,167,8,10770,ENSG00000183347
Target ALS REACTOME,REAC,Interferon gamma signaling,REAC:R-HSA-877300,0.023910916,1.62140379,87,167,8,10770,ENSG00000135114
Target ALS REACTOME,REAC,Interferon gamma signaling,REAC:R-HSA-877300,0.023910916,1.62140379,87,167,8,10770,ENSG00000204525
Target ALS REACTOME,REAC,Interferon gamma signaling,REAC:R-HSA-877300,0.023910916,1.62140379,87,167,8,10770,ENSG00000111331
Target ALS REACTOME,REAC,Interferon gamma signaling,REAC:R-HSA-877300,0.023910916,1.62140379,87,167,8,10770,ENSG00000162692
